transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,source_file,amount_clean,was_sentinel,is_outlier,date_format,date_clean,category_clean,payment_mode_clean,transaction_id_clean
A_T1620,A_U040,08/30/2024,Expense,Utilties,527,Cash,MUM,,budgetwise_finance_dataset.csv,527.0,False,False,slash,2024-08-30,Utilities,Cash,A_T1620
A_T7912,A_U115,06/15/2022,Expense,Saving,5195,UPi,LUC,Grocery shopping,budgetwise_finance_dataset.csv,5195.0,False,False,slash,2022-06-15,Savings,UPI,A_T7912
A_T3571,A_U064,2024-10-05,Expense,Entrtnmnt,3143,Upi,CHENNAI,Books,budgetwise_finance_dataset.csv,3143.0,False,False,iso,2024-10-05,Entertainment,UPI,A_T3571
A_T10957,A_U081,08/06/2023,Expense,travel,2135,CASH,Lucknow,Medicine,budgetwise_finance_dataset.csv,2135.0,False,False,slash,2023-08-06,Travel,Cash,A_T10957
A_T0294,A_U080,25-12-24,Expense,Foodd,2163,Upi,mumbai,Doctor consultation,budgetwise_finance_dataset.csv,2163.0,False,False,dash,2024-12-25,Food,UPI,A_T0294
A_T9414,A_U149,06/09/2024,Expense,Rentt,42078,UPI,Kolkata,,budgetwise_finance_dataset.csv,42078.0,False,False,slash,2024-06-09,Rent,UPI,A_T9414
A_T10537,A_U079,08-01-2023,Expense,Foods,2778,UPi,Ahmedabad,...,budgetwise_finance_dataset.csv,2778.0,False,False,dash_long_year,2023-01-08,Food,UPI,A_T10537
A_T1125,A_U105,2024-11-22,Expense,HEALTH,3929,CRD,,Shopping,budgetwise_finance_dataset.csv,3929.0,False,False,iso,2024-11-22,Health,Card,A_T1125
A_T8978,A_U103,05-10-2024,Income,Freelance,23852,Crd,LUC,Coffee,budgetwise_finance_dataset.csv,23852.0,False,False,dash_long_year,2024-10-05,Freelance,Card,A_T8978
A_T5936,A_U022,2021-06-13,Expense,,₹6856,,Chennai,Shopping,budgetwise_finance_dataset.csv,6856.0,False,False,iso,2021-06-13,,,A_T5936
A_T3751,A_U103,2024-05-31,Income,Bonus,49639,,hyderabad,Online course,budgetwise_finance_dataset.csv,49639.0,False,False,iso,2024-05-31,Bonus,,A_T3751
A_T0626,A_U122,19-08-2024,Expense,education,3150,BankTransfer,CHE,Coffee,budgetwise_finance_dataset.csv,3150.0,False,False,dash_long_year,2024-08-19,Education,Bank Transfer,A_T0626
A_T9500,A_U090,2022-06-07,Expense,Helth,9408,cash,hyderabad,Electricity bill,budgetwise_finance_dataset.csv,9408.0,False,False,iso,2022-06-07,Health,Cash,A_T9500
A_T1537,A_U056,06/25/2022,Expense,Entertain,4114,Upi,Delhi,Fixed deposit,budgetwise_finance_dataset.csv,4114.0,False,False,slash,2022-06-25,Entertainment,UPI,A_T1537
A_T9185,A_U117,12/12/2022,Income,Bonus,Rs.14249,Bank Transfr,LUCKNOW,,budgetwise_finance_dataset.csv,14249.0,False,False,slash,2022-12-12,Bonus,Bank Transfer,A_T9185
A_T7093,A_U096,2023-03-29,Expense,TRAVEL,9681,Upi,delhi,Online course,budgetwise_finance_dataset.csv,9681.0,False,False,iso,2023-03-29,Travel,UPI,A_T7093
A_T1990,A_U121,29-03-22,Expense,travel,3011,CRD,Kolkata,Grocery shopping,budgetwise_finance_dataset.csv,3011.0,False,False,dash,2022-03-29,Travel,Card,A_T1990
A_T4706,A_U150,06/13/2024,Expense,health,3150,UPi,Jaipur,,budgetwise_finance_dataset.csv,3150.0,False,False,slash,2024-06-13,Health,UPI,A_T4706
A_T8416,A_U133,05/05/2023,Income,Bonus,32789,csh,bangalore,Lunch,budgetwise_finance_dataset.csv,32789.0,False,False,slash,2023-05-05,Bonus,Cash,A_T8416
A_T11932,A_U100,2023-02-10,Expense,Utility,6704,UPI,MUM,Doctor consultation,budgetwise_finance_dataset.csv,6704.0,False,False,iso,2023-02-10,Utilities,UPI,A_T11932
A_T4683,A_U062,2022-08-27,Expense,Travel,Rs.4427,Card,Chennai,Gym membership,budgetwise_finance_dataset.csv,4427.0,False,False,iso,2022-08-27,Travel,Card,A_T4683
A_T10528,A_U071,27-11-21,Expense,entertainment,3121,Bank_Transfer,PUNE,Grocery shopping,budgetwise_finance_dataset.csv,3121.0,False,False,dash,2021-11-27,Entertainment,Bank Transfer,A_T10528
A_T10806,A_U149,05/19/2024,Expense,FOOD,3802,Upi,Jaipur,Petrol,budgetwise_finance_dataset.csv,3802.0,False,False,slash,2024-05-19,Food,UPI,A_T10806
A_T10505,A_U099,03/06/2021,Expense,Education,544,upi,Ahmedabad,Lunch,budgetwise_finance_dataset.csv,544.0,False,False,slash,2021-03-06,Education,UPI,A_T10505
A_T13682,A_U145,03/09/2023,Expense,Travel,9053,,LUCKNOW,...,budgetwise_finance_dataset.csv,9053.0,False,False,slash,2023-03-09,Travel,,A_T13682
A_T12807,A_U029,2021-06-05,Income,Freelance,32381,Bank Transfer,chennai,...,budgetwise_finance_dataset.csv,32381.0,False,False,iso,2021-06-05,Freelance,Bank Transfer,A_T12807
A_T6557,A_U007,28-01-23,Expense,Travel,Rs.8305,UPi,pune,test,budgetwise_finance_dataset.csv,8305.0,False,False,dash,2023-01-28,Travel,UPI,A_T6557
A_T0409,A_U137,2021-02-08,Expense,Utility,8841,,mumbai,,budgetwise_finance_dataset.csv,8841.0,False,False,iso,2021-02-08,Utilities,,A_T0409
A_T10784,A_U022,04/30/2021,Income,Investment,46219,CRD,Lucknow,,budgetwise_finance_dataset.csv,46219.0,False,False,slash,2021-04-30,Investment,Card,A_T10784
A_T2457,A_U054,03-10-21,Expense,Traval,9800 INR,Cash,Mumbai,misc,budgetwise_finance_dataset.csv,,False,False,dash,2021-10-03,Travel,Cash,A_T2457
A_T12395,A_U062,04/10/2021,Expense,Utilties,4451,Bank Transfer,MUMBAI,...,budgetwise_finance_dataset.csv,4451.0,False,False,slash,2021-04-10,Utilities,Bank Transfer,A_T12395
A_T1882,A_U101,09/25/2022,Expense,Education,9358,CRD,mumbai,,budgetwise_finance_dataset.csv,9358.0,False,False,slash,2022-09-25,Education,Card,A_T1882
A_T13924,A_U035,08/24/2021,Expense,RENT,3569,cash,jaipur,Online course,budgetwise_finance_dataset.csv,3569.0,False,False,slash,2021-08-24,Rent,Cash,A_T13924
A_T13453,A_U110,2024-11-05,Expense,Rnt,2979,cash,HYD,Medicine,budgetwise_finance_dataset.csv,2979.0,False,False,iso,2024-11-05,Rent,Cash,A_T13453
A_T9836,A_U058,2024-09-11,Expense,Travel,$1863,Bank_Transfer,hyderabad,Lunch,budgetwise_finance_dataset.csv,1863.0,False,False,iso,2024-09-11,Travel,Bank Transfer,A_T9836
A_T13845,A_U066,06/24/2022,Expense,Rent,34984,UPi,chennai,Petrol,budgetwise_finance_dataset.csv,34984.0,False,False,slash,2022-06-24,Rent,UPI,A_T13845
A_T11381,A_U107,05/12/2024,Income,Investment,44031,Bank Transfr,HYD,Online course,budgetwise_finance_dataset.csv,44031.0,False,False,slash,2024-05-12,Investment,Bank Transfer,A_T11381
A_T5758,A_U049,08-04-2023,Expense,Rentt,₹21771,upi,chennai,,budgetwise_finance_dataset.csv,21771.0,False,False,dash_long_year,2023-04-08,Rent,UPI,A_T5758
A_T12059,A_U077,12/11/2021,Income,Salary,$24920,upi,chennai,Online course,budgetwise_finance_dataset.csv,24920.0,False,False,slash,2021-12-11,Salary,UPI,A_T12059
A_T8889,A_U131,01-07-21,Expense,SAVINGS,8861,Bank Transfr,PUNE,...,budgetwise_finance_dataset.csv,8861.0,False,False,dash,2021-07-01,Savings,Bank Transfer,A_T8889
A_T10327,A_U136,25-05-22,Expense,health,₹4201,Bank_Transfer,KOL,Online course,budgetwise_finance_dataset.csv,4201.0,False,False,dash,2022-05-25,Health,Bank Transfer,A_T10327
A_T4967,A_U113,2022-02-17,Expense,Rentt,47473,BankTransfer,hyderabad,Online course,budgetwise_finance_dataset.csv,47473.0,False,False,iso,2022-02-17,Rent,Bank Transfer,A_T4967
A_T11849,A_U040,12/06/2021,Income,Investment,75822,csh,Mumbai,Medicine,budgetwise_finance_dataset.csv,75822.0,False,False,slash,2021-12-06,Investment,Cash,A_T11849
A_T5167,A_U014,10/26/2021,Expense,food,677,Bank_Transfer,MUMBAI,Medicine,budgetwise_finance_dataset.csv,677.0,False,False,slash,2021-10-26,Food,Bank Transfer,A_T5167
A_T3952,A_U120,08/26/2024,Expense,Rent,43252,csh,delhi,test,budgetwise_finance_dataset.csv,43252.0,False,False,slash,2024-08-26,Rent,Cash,A_T3952
A_T5844,A_U086,2021-04-24,Expense,Food,₹2615,CRD,Lucknow,ATM withdrawal,budgetwise_finance_dataset.csv,2615.0,False,False,iso,2021-04-24,Food,Card,A_T5844
A_T13040,A_U009,06-04-24,Expense,Foods,₹2855,UPI,BAN,misc,budgetwise_finance_dataset.csv,2855.0,False,False,dash,2024-04-06,Food,UPI,A_T13040
A_T3167,A_U145,28-11-21,Income,Bonus,57358,cash,Delhi,!!!,budgetwise_finance_dataset.csv,57358.0,False,False,dash,2021-11-28,Bonus,Cash,A_T3167
A_T8867,A_U105,11/14/2022,Expense,,6348,CRD,mumbai,Medicine,budgetwise_finance_dataset.csv,6348.0,False,False,slash,2022-11-14,,Card,A_T8867
A_T5926,A_U016,13-07-24,Expense,RENT,4583,Bank_Transfer,,Lunch,budgetwise_finance_dataset.csv,4583.0,False,False,dash,2024-07-13,Rent,Bank Transfer,A_T5926
